layer_index,tensor_index,bit_index,weight_start,weight_corrupted,weight_difference,bit_flip_distance
1,"(4, 0, 1, 11)",30,0.024333164,204121.375,204121.34375,204121.34375
1,"(0, 0, 1, 12)",30,-0.11004566,-1.181859488497139e-06,0.11004447471350431,0.11004447471350431
1,"(4, 1, 2, 20)",30,0.09540132,800284.25,800284.125,800284.125
1,"(2, 4, 0, 42)",30,0.07026896,589458.75,589458.6875,589458.6875
1,"(4, 2, 0, 23)",30,-0.1966587,-4.4189948766870657e-07,0.19665825925767422,0.19665825925767422
1,"(1, 1, 2, 32)",30,0.11507006,965277.625,965277.5,965277.5
1,"(1, 1, 1, 22)",30,-0.06623406,-1.8503714045436936e-06,0.06623220909386873,0.06623220909386873
1,"(1, 1, 0, 60)",30,-0.09578352,-1.3994824712426635e-06,0.09578211745247245,0.09578211745247245
1,"(1, 0, 0, 13)",30,-0.11120784,-1.164125933428295e-06,0.11120667867362499,0.11120667867362499
1,"(3, 2, 1, 8)",30,-0.07845028,-1.6639667137496872e-06,0.07844861363992095,0.07844861363992095
1,"(3, 1, 1, 3)",30,-0.18716083,-4.794247843165067e-07,0.1871603550389409,0.1871603550389409
1,"(4, 0, 1, 43)",30,0.12957117,1125267.5,1125267.25,1125267.25
1,"(4, 2, 0, 16)",30,-0.07839671,-1.6647841221129056e-06,0.07839504303410649,0.07839504303410649
1,"(3, 1, 2, 15)",30,0.112327315,942269.8125,942269.6875,942269.6875
1,"(0, 4, 1, 47)",30,-0.1373192,-8.596862244303338e-07,0.13731834758073092,0.13731834758073092
1,"(2, 2, 1, 40)",30,0.019933268,167212.375,167212.359375,167212.359375
1,"(1, 3, 2, 23)",30,0.13083474,1146466.75,1146466.5,1146466.5
1,"(4, 3, 1, 57)",30,-0.14265549,-8.189736036001705e-07,0.14265467319637537,0.14265467319637537
1,"(3, 0, 0, 34)",30,0.09201448,771873.375,771873.3125,771873.3125
1,"(2, 1, 0, 10)",30,0.090908125,762592.625,762592.5625,762592.5625
1,"(0, 0, 1, 49)",30,0.04550829,381751.21875,381751.1875,381751.1875
1,"(3, 0, 0, 61)",30,-0.09994319,-1.3360108823690098e-06,0.09994185483083129,0.09994185483083129
1,"(4, 2, 0, 27)",30,-0.001152784,-4.302290653868113e-05,0.0011097610695287585,0.0011097610695287585
1,"(3, 0, 0, 43)",30,-0.2787533,-2.1099728542139928e-07,0.27875309996306896,0.27875309996306896
1,"(4, 4, 1, 4)",30,0.046673745,391527.75,391527.71875,391527.71875
1,"(1, 0, 0, 18)",30,-0.038040202,-3.400256218810682e-06,0.03803680185228586,0.03803680185228586
1,"(0, 2, 0, 17)",30,-0.28149518,-2.0838243131038325e-07,0.28149497509002686,0.28149497509002686
1,"(1, 0, 2, 28)",30,-0.080270685,-1.636189495002327e-06,0.0802690489217639,0.0802690489217639
1,"(4, 0, 0, 1)",30,-0.06298231,-1.8999891153725912e-06,0.06298041343688965,0.06298041343688965
1,"(4, 1, 0, 18)",30,-0.10254131,-1.2963666904397542e-06,0.1025400161743164,0.1025400161743164
1,"(3, 1, 2, 44)",30,0.07096592,595305.3125,595305.25,595305.25
1,"(4, 2, 2, 54)",30,-0.06999939,-1.7929170326169697e-06,0.06999759655445814,0.06999759655445814
1,"(0, 1, 2, 22)",30,0.09086772,762253.6875,762253.625,762253.625
1,"(2, 0, 2, 15)",30,-0.102613375,-1.2952671113453107e-06,0.10261207912117243,0.10261207912117243
1,"(1, 2, 0, 54)",30,0.17474444,1883149.25,1883149.0,1883149.0
1,"(0, 1, 2, 33)",30,-0.06279672,-1.9028210545002366e-06,0.06279481668025255,0.06279481668025255
1,"(4, 2, 0, 55)",30,0.08866064,743739.375,743739.3125,743739.3125
1,"(0, 1, 1, 39)",30,-0.04213834,-3.150125621687039e-06,0.04213519161567092,0.04213519161567092
1,"(0, 1, 1, 49)",30,-0.17180347,-5.9659214457497e-07,0.1718028774484992,0.1718028774484992
1,"(4, 4, 2, 13)",30,0.007848771,65840.265625,65840.2578125,65840.2578125
1,"(0, 3, 0, 59)",30,0.21533696,3031205.5,3031205.5,3031205.5
1,"(1, 2, 1, 5)",30,0.21058525,2871764.5,2871764.5,2871764.5
1,"(4, 0, 1, 40)",30,0.009714582,81491.8203125,81491.8125,81491.8125
1,"(3, 1, 1, 47)",30,0.15294774,1517461.25,1517461.0,1517461.0
1,"(0, 0, 0, 42)",30,0.07026944,589462.8125,589462.75,589462.75
1,"(3, 4, 2, 14)",30,-0.14617653,-7.921101996544166e-07,0.1461757393553853,0.1461757393553853
1,"(0, 3, 1, 29)",30,-0.051517125,-2.5776901111385087e-06,0.05151454731822014,0.05151454731822014
1,"(1, 2, 0, 19)",30,-0.014610801,-8.619823347544298e-06,0.014602181036025286,0.014602181036025286
1,"(0, 0, 1, 28)",30,0.034998562,293589.21875,293589.1875,293589.1875
1,"(2, 4, 2, 10)",30,-0.03674661,-3.4792108181136427e-06,0.036743130534887314,0.036743130534887314
