layer_index,tensor_index,bit_index,weight_start,weight_corrupted,weight_difference,bit_flip_distance
0,"(4, 0, 1, 11)",24,-0.09517717,-0.023794293,0.07138288,0.07138288
0,"(0, 0, 1, 12)",24,0.2294926,0.9179704,0.6884778,0.6884778
0,"(4, 1, 2, 20)",24,-0.17586575,-0.703463,0.52759725,0.52759725
0,"(2, 4, 0, 42)",24,-0.016955556,-0.067822225,0.05086667,0.05086667
0,"(4, 2, 0, 23)",24,-0.06681917,-0.016704792,0.05011438,0.05011438
0,"(1, 1, 2, 32)",24,0.16996983,0.6798793,0.5099095,0.5099095
0,"(1, 1, 1, 22)",24,-0.17907478,-0.7162991,0.53722435,0.53722435
0,"(1, 1, 0, 60)",24,-0.122540474,-0.030635118,0.091905355,0.091905355
0,"(1, 0, 0, 13)",24,0.014929162,0.05971665,0.04478749,0.04478749
0,"(3, 2, 1, 8)",24,-0.10670546,-0.026676364,0.08002909,0.08002909
0,"(3, 1, 1, 3)",24,-0.20961787,-0.8384715,0.6288536,0.6288536
0,"(4, 0, 1, 43)",24,0.048129626,0.012032406,0.03609722,0.03609722
0,"(4, 2, 0, 16)",24,0.0712811,0.017820274,0.05346082,0.05346082
0,"(3, 1, 2, 15)",24,0.21496391,0.85985565,0.64489174,0.64489174
0,"(0, 4, 1, 47)",24,-0.18714555,-0.7485822,0.56143665,0.56143665
0,"(2, 2, 1, 40)",24,0.105951376,0.026487844,0.079463534,0.079463534
0,"(1, 3, 2, 23)",24,-0.21199857,-0.84799427,0.6359957,0.6359957
0,"(4, 3, 1, 57)",24,0.05514439,0.013786097,0.041358292,0.041358292
0,"(3, 0, 0, 34)",24,-0.23573224,-0.94292897,0.7071967,0.7071967
0,"(2, 1, 0, 10)",24,-0.068985574,-0.017246393,0.05173918,0.05173918
0,"(0, 0, 1, 49)",24,-0.03797529,-0.009493822,0.028481467,0.028481467
0,"(3, 0, 0, 61)",24,0.047403064,0.011850766,0.035552297,0.035552297
0,"(4, 2, 0, 27)",24,-0.0035652511,-0.0008913128,0.0026739384,0.0026739384
0,"(3, 0, 0, 43)",24,0.01991848,0.07967392,0.059755445,0.059755445
0,"(4, 4, 1, 4)",24,-0.1282145,-0.512858,0.3846435,0.3846435
0,"(1, 0, 0, 18)",24,-0.15040472,-0.6016189,0.45121416,0.45121416
0,"(0, 2, 0, 17)",24,0.0955668,0.0238917,0.0716751,0.0716751
0,"(1, 0, 2, 28)",24,0.12622383,0.5048953,0.3786715,0.3786715
0,"(4, 0, 0, 1)",24,-0.017503716,-0.070014864,0.05251115,0.05251115
0,"(4, 1, 0, 18)",24,0.25983623,1.0393449,0.7795087,0.7795087
0,"(3, 1, 2, 44)",24,0.0070508993,0.0017627248,0.0052881744,0.0052881744
0,"(4, 2, 2, 54)",24,-0.004686476,-0.001171619,0.003514857,0.003514857
0,"(0, 1, 2, 22)",24,0.2127419,0.8509676,0.6382257,0.6382257
0,"(2, 0, 2, 15)",24,-0.11535376,-0.02883844,0.08651532,0.08651532
0,"(1, 2, 0, 54)",24,-0.087052055,-0.021763014,0.06528904,0.06528904
0,"(0, 1, 2, 33)",24,-0.053817235,-0.013454309,0.040362924,0.040362924
0,"(4, 2, 0, 55)",24,0.08239243,0.020598108,0.061794326,0.061794326
0,"(0, 1, 1, 39)",24,-0.0928975,-0.023224374,0.06967312,0.06967312
0,"(0, 1, 1, 49)",24,-0.21575904,-0.86303616,0.6472771,0.6472771
0,"(4, 4, 2, 13)",24,-0.12860581,-0.51442325,0.38581744,0.38581744
0,"(0, 3, 0, 59)",24,0.059110925,0.014777731,0.044333193,0.044333193
0,"(1, 2, 1, 5)",24,0.074061856,0.018515464,0.05554639,0.05554639
0,"(4, 0, 1, 40)",24,-0.0006026211,-0.0024104845,0.0018078634,0.0018078634
0,"(3, 1, 1, 47)",24,-0.17210358,-0.68841434,0.51631075,0.51631075
0,"(0, 0, 0, 42)",24,0.053929728,0.013482432,0.040447295,0.040447295
0,"(3, 4, 2, 14)",24,0.084635794,0.021158949,0.063476846,0.063476846
0,"(0, 3, 1, 29)",24,0.036707025,0.009176756,0.027530268,0.027530268
0,"(1, 2, 0, 19)",24,-0.11525628,-0.02881407,0.08644221,0.08644221
0,"(0, 0, 1, 28)",24,0.056371808,0.014092952,0.042278856,0.042278856
0,"(2, 4, 2, 10)",24,0.027957745,0.11183098,0.083873235,0.083873235
