layer_index,tensor_index,bit_index,weight_start,weight_corrupted,weight_difference,bit_flip_distance
1,"(4, 0, 1, 11)",12,-0.066320,-0.06632194062694907,1.9073486328125e-06,1.9073486328125e-06
1,"(0, 0, 1, 12)",12,-0.104180,-0.10418199934065342,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 1, 2, 20)",12,-0.000323,-0.00032301175815518945,2.9802322387695312e-08,2.9802322387695312e-08
1,"(2, 4, 0, 42)",12,0.104062,0.10406392626464367,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 2, 0, 23)",12,-0.277672,-0.2776791602373123,7.62939453125e-06,7.62939453125e-06
1,"(1, 1, 2, 32)",12,0.053821,0.05381926288828254,1.9073486328125e-06,1.9073486328125e-06
1,"(1, 1, 1, 22)",12,-0.145721,-0.1457172418013215,3.814697265625e-06,3.814697265625e-06
1,"(1, 1, 0, 60)",12,-0.081820,-0.08181808888912201,1.9073486328125e-06,1.9073486328125e-06
1,"(1, 0, 0, 13)",12,-0.135808,-0.1358044622465968,3.814697265625e-06,3.814697265625e-06
1,"(3, 2, 1, 8)",12,-0.066734,-0.0667363042011857,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 1, 1, 3)",12,-0.158222,-0.15821857657283545,3.814697265625e-06,3.814697265625e-06
1,"(4, 0, 1, 43)",12,0.092474,0.09247248526662588,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 2, 0, 16)",12,-0.098169,-0.09817082714289427,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 1, 2, 15)",12,0.133896,0.1339000714942813,3.814697265625e-06,3.814697265625e-06
1,"(0, 4, 1, 47)",12,-0.011615,-0.011614836403168738,4.76837158203125e-07,4.76837158203125e-07
1,"(2, 2, 1, 40)",12,-0.052320,-0.052322336472570896,1.9073486328125e-06,1.9073486328125e-06
1,"(1, 3, 2, 23)",12,0.172438,0.17243443056941032,3.814697265625e-06,3.814697265625e-06
1,"(4, 3, 1, 57)",12,-0.119263,-0.11926482478156686,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 0, 0, 34)",12,0.102801,0.10279933642596006,1.9073486328125e-06,1.9073486328125e-06
1,"(2, 1, 0, 10)",12,0.043519,0.04352094931527972,1.9073486328125e-06,1.9073486328125e-06
1,"(0, 0, 1, 49)",12,0.060068,0.06006989488378167,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 0, 0, 61)",12,-0.061452,-0.061454251408576965,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 2, 0, 27)",12,-0.043775,-0.04377711284905672,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 0, 0, 43)",12,-0.152537,-0.152541215531528,3.814697265625e-06,3.814697265625e-06
1,"(4, 4, 1, 4)",12,0.094631,0.09462880901992321,1.9073486328125e-06,1.9073486328125e-06
1,"(1, 0, 0, 18)",12,0.000224,0.0002243973722215742,2.9802322387695312e-08,2.9802322387695312e-08
1,"(0, 2, 0, 17)",12,-0.217034,-0.2170373322442174,3.814697265625e-06,3.814697265625e-06
1,"(1, 0, 2, 28)",12,-0.183688,-0.18369151465594769,3.814697265625e-06,3.814697265625e-06
1,"(4, 0, 0, 1)",12,0.062789,0.0627873046323657,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 1, 0, 18)",12,-0.104503,-0.10450074169784784,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 1, 2, 44)",12,0.134325,0.13432841189205647,3.814697265625e-06,3.814697265625e-06
1,"(4, 2, 2, 54)",12,-0.054693,-0.05469470890238881,1.9073486328125e-06,1.9073486328125e-06
1,"(0, 1, 2, 22)",12,0.084405,0.08440668182447553,1.9073486328125e-06,1.9073486328125e-06
1,"(2, 0, 2, 15)",12,-0.006357,-0.006357144215144217,2.384185791015625e-07,2.384185791015625e-07
1,"(1, 2, 0, 54)",12,0.153672,0.1536759827286005,3.814697265625e-06,3.814697265625e-06
1,"(0, 1, 2, 33)",12,0.049012,0.049014035146683455,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 2, 0, 55)",12,0.140405,0.14040912315249443,3.814697265625e-06,3.814697265625e-06
1,"(0, 1, 1, 39)",12,0.023059,0.023058099672198296,9.5367431640625e-07,9.5367431640625e-07
1,"(0, 1, 1, 49)",12,-0.009586,-0.009585395804606378,4.76837158203125e-07,4.76837158203125e-07
1,"(4, 4, 2, 13)",12,0.023463,0.02346349274739623,9.5367431640625e-07,9.5367431640625e-07
1,"(0, 3, 0, 59)",12,0.135957,0.1359605612233281,3.814697265625e-06,3.814697265625e-06
1,"(1, 2, 1, 5)",12,0.098134,0.09813612839207053,1.9073486328125e-06,1.9073486328125e-06
1,"(4, 0, 1, 40)",12,0.055874,0.055876308120787144,1.9073486328125e-06,1.9073486328125e-06
1,"(3, 1, 1, 47)",12,0.218331,0.21833480335772038,3.814697265625e-06,3.814697265625e-06
1,"(0, 0, 0, 42)",12,-0.002421,-0.002420909469947219,2.384185791015625e-07,2.384185791015625e-07
1,"(3, 4, 2, 14)",12,-0.171648,-0.17165142949670553,3.814697265625e-06,3.814697265625e-06
1,"(0, 3, 1, 29)",12,-0.037305,-0.037306712474673986,1.9073486328125e-06,1.9073486328125e-06
1,"(1, 2, 0, 19)",12,-0.072084,-0.07208571955561638,1.9073486328125e-06,1.9073486328125e-06
1,"(0, 0, 1, 28)",12,-0.030351,-0.03035052423365414,9.5367431640625e-07,9.5367431640625e-07
1,"(2, 4, 2, 10)",12,-0.010463,-0.010462976060807705,4.76837158203125e-07,4.76837158203125e-07
