fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,0,"(4, 0, 1, 11)",30,0.22265625,0.6953125,-0.47265625,0.6796875,44.66355323791504
1,0,"(0, 0, 1, 12)",30,0.1015625,0.6953125,-0.59375,0.474609375,-252.57647323608398
2,0,"(4, 1, 2, 20)",30,0.10546875,0.6953125,-0.58984375,0.568359375,138.8103485107422
3,0,"(2, 4, 0, 42)",30,0.357421875,0.6953125,-0.337890625,0.763671875,11.069979071617126
4,0,"(4, 2, 0, 23)",30,0.44921875,0.6953125,-0.24609375,0.861328125,11.34115195274353
5,0,"(1, 1, 2, 32)",30,0.119140625,0.6953125,-0.576171875,0.51953125,-105.00625896453857
6,0,"(1, 1, 1, 22)",30,0.1640625,0.6953125,-0.53125,0.5546875,179.0999870300293
7,0,"(1, 1, 0, 60)",30,0.166015625,0.6953125,-0.529296875,0.62109375,55.355276584625244
8,0,"(1, 0, 0, 13)",30,0.619140625,0.6953125,-0.076171875,0.953125,-5.537013202905655
9,0,"(3, 2, 1, 8)",30,0.265625,0.6953125,-0.4296875,0.69921875,33.3952693939209
10,0,"(3, 1, 1, 3)",30,0.18359375,0.6953125,-0.51171875,0.603515625,96.88267421722412
11,0,"(4, 0, 1, 43)",30,0.27734375,0.6953125,-0.41796875,0.705078125,-21.94152808189392
12,0,"(4, 2, 0, 16)",30,0.171875,0.6953125,-0.5234375,0.541015625,-28.08154845237732
13,0,"(3, 1, 2, 15)",30,0.150390625,0.6953125,-0.544921875,0.578125,-185.30998420715332
14,0,"(0, 4, 1, 47)",30,0.107421875,0.6953125,-0.587890625,0.5390625,132.83032417297363
15,0,"(2, 2, 1, 40)",30,0.373046875,0.6953125,-0.322265625,0.833984375,-14.712645292282104
16,0,"(1, 3, 2, 23)",30,0.158203125,0.6953125,-0.537109375,0.626953125,114.67371940612793
17,0,"(4, 3, 1, 57)",30,0.21875,0.6953125,-0.4765625,0.62109375,-37.180235862731934
18,0,"(3, 0, 0, 34)",30,0.099609375,0.6953125,-0.595703125,0.533203125,343.41314697265625
19,0,"(2, 1, 0, 10)",30,0.279296875,0.6953125,-0.416015625,0.685546875,28.089588165283203
20,0,"(0, 0, 1, 49)",30,0.5859375,0.6953125,-0.109375,0.951171875,5.926441341638565
21,0,"(3, 0, 0, 61)",30,0.458984375,0.6953125,-0.236328125,0.890625,-14.110163807868958
22,0,"(4, 2, 0, 27)",30,0.626953125,0.6953125,-0.068359375,0.953125,3.630978003144264
23,0,"(3, 0, 0, 43)",30,0.353515625,0.6953125,-0.341796875,0.78125,-14.69585806131363
24,0,"(4, 4, 1, 4)",30,0.296875,0.6953125,-0.3984375,0.75390625,15.027233600616455
25,0,"(1, 0, 0, 18)",30,0.162109375,0.6953125,-0.533203125,0.55078125,112.67812633514404
26,0,"(0, 2, 0, 17)",30,0.283203125,0.6953125,-0.412109375,0.7578125,-23.902026176452637
27,0,"(1, 0, 2, 28)",30,0.15625,0.6953125,-0.5390625,0.619140625,-87.98603916168213
28,0,"(4, 0, 0, 1)",30,0.443359375,0.6953125,-0.251953125,0.869140625,10.322599649429321
29,0,"(4, 1, 0, 18)",30,0.109375,0.6953125,-0.5859375,0.5703125,-207.33256912231445
30,0,"(3, 1, 2, 44)",30,0.52734375,0.6953125,-0.16796875,0.90234375,-13.80087035894394
31,0,"(4, 2, 2, 54)",30,0.28125,0.6953125,-0.4140625,0.693359375,13.335445880889893
32,0,"(0, 1, 2, 22)",30,0.166015625,0.6953125,-0.529296875,0.63671875,-98.56321811676025
33,0,"(2, 0, 2, 15)",30,0.15234375,0.6953125,-0.54296875,0.583984375,32.76280641555786
34,0,"(1, 2, 0, 54)",30,0.216796875,0.6953125,-0.478515625,0.6484375,26.248169660568237
35,0,"(0, 1, 2, 33)",30,0.45703125,0.6953125,-0.23828125,0.900390625,6.8507974445819855
36,0,"(4, 2, 0, 55)",30,0.306640625,0.6953125,-0.388671875,0.802734375,-15.108174264431
37,0,"(0, 1, 1, 39)",30,0.12890625,0.6953125,-0.56640625,0.494140625,43.64886140823364
38,0,"(0, 1, 1, 49)",30,0.142578125,0.6953125,-0.552734375,0.578125,99.21362400054932
39,0,"(4, 4, 2, 13)",30,0.18359375,0.6953125,-0.51171875,0.64453125,92.60667896270752
40,0,"(0, 3, 0, 59)",30,0.240234375,0.6953125,-0.455078125,0.66796875,-32.4992618560791
41,0,"(1, 2, 1, 5)",30,0.14453125,0.6953125,-0.55078125,0.630859375,-38.695478439331055
42,0,"(4, 0, 1, 40)",30,0.5859375,0.6953125,-0.109375,0.9375,5.59514057636261
43,0,"(3, 1, 1, 47)",30,0.115234375,0.6953125,-0.580078125,0.56640625,115.7800178527832
44,0,"(0, 0, 0, 42)",30,0.21484375,0.6953125,-0.48046875,0.626953125,-24.729674816131592
45,0,"(3, 4, 2, 14)",30,0.150390625,0.6953125,-0.544921875,0.619140625,-107.43747138977051
46,0,"(0, 3, 1, 29)",30,0.609375,0.6953125,-0.0859375,0.935546875,-5.547952473163605
47,0,"(1, 2, 0, 19)",30,0.419921875,0.6953125,-0.275390625,0.810546875,14.263626635074615
48,0,"(0, 0, 1, 28)",30,0.421875,0.6953125,-0.2734375,0.87109375,-14.3910613656044
49,0,"(2, 4, 2, 10)",30,0.55859375,0.6953125,-0.13671875,0.9453125,-8.773678660392761
