fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,1,"(4, 0, 1, 11)",31,0.669921875,0.669921875,0.0,0.962890625,0.04866633
1,1,"(0, 0, 1, 12)",31,0.669921875,0.669921875,0.0,0.962890625,-0.22009131
2,1,"(4, 1, 2, 20)",31,0.669921875,0.669921875,0.0,0.962890625,0.19080263
3,1,"(2, 4, 0, 42)",31,0.669921875,0.669921875,0.0,0.962890625,0.14053792
4,1,"(4, 2, 0, 23)",31,0.66796875,0.669921875,-0.001953125,0.962890625,-0.3933174
5,1,"(1, 1, 2, 32)",31,0.669921875,0.669921875,0.0,0.9609375,0.23014012
6,1,"(1, 1, 1, 22)",31,0.669921875,0.669921875,0.0,0.9609375,-0.13246812
7,1,"(1, 1, 0, 60)",31,0.669921875,0.669921875,0.0,0.962890625,-0.19156703
8,1,"(1, 0, 0, 13)",31,0.669921875,0.669921875,0.0,0.962890625,-0.22241569
9,1,"(3, 2, 1, 8)",31,0.669921875,0.669921875,0.0,0.9609375,-0.15690055
10,1,"(3, 1, 1, 3)",31,0.669921875,0.669921875,0.0,0.962890625,-0.37432167
11,1,"(4, 0, 1, 43)",31,0.669921875,0.669921875,0.0,0.962890625,0.25914234
12,1,"(4, 2, 0, 16)",31,0.671875,0.669921875,0.001953125,0.962890625,-0.15679342
13,1,"(3, 1, 2, 15)",31,0.669921875,0.669921875,0.0,0.962890625,0.22465463
14,1,"(0, 4, 1, 47)",31,0.669921875,0.669921875,0.0,0.9609375,-0.2746384
15,1,"(2, 2, 1, 40)",31,0.669921875,0.669921875,0.0,0.962890625,0.039866537
16,1,"(1, 3, 2, 23)",31,0.669921875,0.669921875,0.0,0.962890625,0.2616695
17,1,"(4, 3, 1, 57)",31,0.669921875,0.669921875,0.0,0.962890625,-0.28531098
18,1,"(3, 0, 0, 34)",31,0.669921875,0.669921875,0.0,0.962890625,0.18402895
19,1,"(2, 1, 0, 10)",31,0.669921875,0.669921875,0.0,0.962890625,0.18181625
20,1,"(0, 0, 1, 49)",31,0.669921875,0.669921875,0.0,0.962890625,0.09101658
21,1,"(3, 0, 0, 61)",31,0.669921875,0.669921875,0.0,0.958984375,-0.19988638
22,1,"(4, 2, 0, 27)",31,0.669921875,0.669921875,0.0,0.962890625,-0.002305568
23,1,"(3, 0, 0, 43)",31,0.669921875,0.669921875,0.0,0.962890625,-0.5575066
24,1,"(4, 4, 1, 4)",31,0.669921875,0.669921875,0.0,0.962890625,0.09334749
25,1,"(1, 0, 0, 18)",31,0.669921875,0.669921875,0.0,0.962890625,-0.076080404
26,1,"(0, 2, 0, 17)",31,0.669921875,0.669921875,0.0,0.962890625,-0.56299037
27,1,"(1, 0, 2, 28)",31,0.669921875,0.669921875,0.0,0.962890625,-0.16054137
28,1,"(4, 0, 0, 1)",31,0.669921875,0.669921875,0.0,0.962890625,-0.12596463
29,1,"(4, 1, 0, 18)",31,0.669921875,0.669921875,0.0,0.962890625,-0.20508263
30,1,"(3, 1, 2, 44)",31,0.669921875,0.669921875,0.0,0.962890625,0.14193185
31,1,"(4, 2, 2, 54)",31,0.669921875,0.669921875,0.0,0.962890625,-0.13999878
32,1,"(0, 1, 2, 22)",31,0.669921875,0.669921875,0.0,0.962890625,0.18173544
33,1,"(2, 0, 2, 15)",31,0.669921875,0.669921875,0.0,0.962890625,-0.20522675
34,1,"(1, 2, 0, 54)",31,0.671875,0.669921875,0.001953125,0.962890625,0.34948888
35,1,"(0, 1, 2, 33)",31,0.669921875,0.669921875,0.0,0.962890625,-0.12559344
36,1,"(4, 2, 0, 55)",31,0.669921875,0.669921875,0.0,0.962890625,0.17732129
37,1,"(0, 1, 1, 39)",31,0.669921875,0.669921875,0.0,0.9609375,-0.08427668
38,1,"(0, 1, 1, 49)",31,0.669921875,0.669921875,0.0,0.962890625,-0.34360695
39,1,"(4, 4, 2, 13)",31,0.669921875,0.669921875,0.0,0.962890625,0.015697543
40,1,"(0, 3, 0, 59)",31,0.673828125,0.669921875,0.00390625,0.962890625,0.43067393
41,1,"(1, 2, 1, 5)",31,0.669921875,0.669921875,0.0,0.9609375,0.4211705
42,1,"(4, 0, 1, 40)",31,0.669921875,0.669921875,0.0,0.962890625,0.019429164
43,1,"(3, 1, 1, 47)",31,0.669921875,0.669921875,0.0,0.962890625,0.30589548
44,1,"(0, 0, 0, 42)",31,0.66796875,0.669921875,-0.001953125,0.9609375,0.14053889
45,1,"(3, 4, 2, 14)",31,0.669921875,0.669921875,0.0,0.962890625,-0.29235306
46,1,"(0, 3, 1, 29)",31,0.669921875,0.669921875,0.0,0.962890625,-0.10303425
47,1,"(1, 2, 0, 19)",31,0.669921875,0.669921875,0.0,0.962890625,-0.029221602
48,1,"(0, 0, 1, 28)",31,0.669921875,0.669921875,0.0,0.9609375,0.069997124
49,1,"(2, 4, 2, 10)",31,0.669921875,0.669921875,0.0,0.962890625,-0.07349322
