fault_id,layer_index,tensor_index,bit_index,accuracy,golden_accuracy,difference,top_5,weight_difference
0,0,"(4, 0, 1, 11)",31,0.484375,0.6953125,-0.2109375,0.8828125,-10.509998798370361
1,0,"(0, 0, 1, 12)",31,0.623046875,0.6953125,-0.072265625,0.953125,4.298060268163681
2,0,"(4, 1, 2, 20)",31,0.615234375,0.6953125,-0.080078125,0.951171875,-6.020947337150574
3,0,"(2, 4, 0, 42)",31,0.1796875,0.6953125,-0.515625,0.58203125,-39.246089458465576
4,0,"(4, 2, 0, 23)",31,0.16015625,0.6953125,-0.53515625,0.630859375,-37.069262981414795
5,0,"(1, 1, 2, 32)",31,0.2734375,0.6953125,-0.421875,0.7734375,6.878598213195801
6,0,"(1, 1, 1, 22)",31,0.626953125,0.6953125,-0.068359375,0.955078125,-5.410796493291855
7,0,"(1, 1, 0, 60)",31,0.51171875,0.6953125,-0.18359375,0.931640625,-9.18267822265625
8,0,"(1, 0, 0, 13)",31,0.181640625,0.6953125,-0.513671875,0.65234375,157.1950855255127
9,0,"(3, 2, 1, 8)",31,0.501953125,0.6953125,-0.193359375,0.916015625,-11.908896207809448
10,0,"(3, 1, 1, 3)",31,0.578125,0.6953125,-0.1171875,0.935546875,-7.124767452478409
11,0,"(4, 0, 1, 43)",31,0.4140625,0.6953125,-0.28125,0.8125,14.570305168628693
12,0,"(4, 2, 0, 16)",31,0.1796875,0.6953125,-0.515625,0.61328125,13.044311821460724
13,0,"(3, 1, 2, 15)",31,0.451171875,0.6953125,-0.244140625,0.888671875,5.316751569509506
14,0,"(0, 4, 1, 47)",31,0.615234375,0.6953125,-0.080078125,0.951171875,-6.1115095019340515
15,0,"(2, 2, 1, 40)",31,0.263671875,0.6953125,-0.431640625,0.693359375,20.99085235595703
16,0,"(1, 3, 2, 23)",31,0.5859375,0.6953125,-0.109375,0.951171875,-6.585644870996475
17,0,"(4, 3, 1, 57)",31,0.310546875,0.6953125,-0.384765625,0.74609375,11.439012706279755
18,0,"(3, 0, 0, 34)",31,0.62109375,0.6953125,-0.07421875,0.953125,-4.100148469209671
19,0,"(2, 1, 0, 10)",31,0.392578125,0.6953125,-0.302734375,0.8203125,-13.042313694953918
20,0,"(0, 0, 1, 49)",31,0.1640625,0.6953125,-0.53125,0.625,-132.2236728668213
21,0,"(3, 0, 0, 61)",31,0.23046875,0.6953125,-0.46484375,0.69921875,23.41501021385193
22,0,"(4, 2, 0, 27)",31,0.1171875,0.6953125,-0.578125,0.50390625,-443.6748275756836
23,0,"(3, 0, 0, 43)",31,0.3046875,0.6953125,-0.390625,0.75,21.058398008346558
24,0,"(4, 4, 1, 4)",31,0.36328125,0.6953125,-0.33203125,0.857421875,-19.72506809234619
25,0,"(1, 0, 0, 18)",31,0.5859375,0.6953125,-0.109375,0.958984375,-6.646117389202118
26,0,"(0, 2, 0, 17)",31,0.322265625,0.6953125,-0.373046875,0.8203125,14.083058059215546
27,0,"(1, 0, 2, 28)",31,0.42578125,0.6953125,-0.26953125,0.8828125,7.394362449645996
28,0,"(4, 0, 0, 1)",31,0.171875,0.6953125,-0.5234375,0.603515625,-45.245641231536865
29,0,"(4, 1, 0, 18)",31,0.60546875,0.6953125,-0.08984375,0.947265625,4.983239054679871
30,0,"(3, 1, 2, 44)",31,0.1796875,0.6953125,-0.515625,0.611328125,24.65949010848999
31,0,"(4, 2, 2, 54)",31,0.333984375,0.6953125,-0.361328125,0.8125,-26.532182455062866
32,0,"(0, 1, 2, 22)",31,0.423828125,0.6953125,-0.271484375,0.89453125,7.073841899633408
33,0,"(2, 0, 2, 15)",31,0.404296875,0.6953125,-0.291015625,0.810546875,-11.987413108348846
34,0,"(1, 2, 0, 54)",31,0.412109375,0.6953125,-0.283203125,0.86328125,-13.49996566772461
35,0,"(0, 1, 2, 33)",31,0.19140625,0.6953125,-0.50390625,0.607421875,-100.4279146194458
36,0,"(4, 2, 0, 55)",31,0.326171875,0.6953125,-0.369140625,0.833984375,19.399393320083618
37,0,"(0, 1, 1, 39)",31,0.43359375,0.6953125,-0.26171875,0.849609375,-10.635967373847961
38,0,"(0, 1, 1, 49)",31,0.63671875,0.6953125,-0.05859375,0.958984375,-7.0541326105594635
39,0,"(4, 4, 2, 13)",31,0.59375,0.6953125,-0.1015625,0.955078125,-7.2543430626392365
40,0,"(0, 3, 0, 59)",31,0.330078125,0.6953125,-0.365234375,0.802734375,12.020130693912506
41,0,"(1, 2, 1, 5)",31,0.310546875,0.6953125,-0.384765625,0.8125,11.25090342760086
42,0,"(4, 0, 1, 40)",31,0.12109375,0.6953125,-0.57421875,0.5234375,-153.4677677154541
43,0,"(3, 1, 1, 47)",31,0.62109375,0.6953125,-0.07421875,0.947265625,-6.55212065577507
44,0,"(0, 0, 0, 42)",31,0.30078125,0.6953125,-0.39453125,0.734375,13.877360701560974
45,0,"(3, 4, 2, 14)",31,0.53125,0.6953125,-0.1640625,0.91796875,6.804925084114075
46,0,"(0, 3, 1, 29)",31,0.134765625,0.6953125,-0.560546875,0.564453125,156.49362182617188
47,0,"(1, 2, 0, 19)",31,0.283203125,0.6953125,-0.412109375,0.740234375,-22.797533750534058
48,0,"(0, 0, 1, 28)",31,0.21484375,0.6953125,-0.48046875,0.65625,22.28478455543518
49,0,"(2, 4, 2, 10)",31,0.181640625,0.6953125,-0.513671875,0.609375,57.67952823638916
